Date,Continent,Country,Category,Sub_Category,Sales,Profit,Quantity
2016-09-01,Africa,South Africa,Furniture,Office,1230,271,4
2016-10-01,North America,United States,Electronics,Phones,45269,4527,302
2016-10-01,North America,United States,Electronics,Computers,29602,4440,148
2016-10-01,North America,United States,Clothing,Apparel,27881,8364,620
2016-10-01,North America,United States,Clothing,Accessories,14014,2803,467
2016-10-01,North America,United States,Furniture,Home,22000,3960,88
2016-10-01,North America,United States,Furniture,Office,15790,3474,53
2016-10-01,North America,Canada,Electronics,Phones,16237,1624,108
2016-10-01,North America,Canada,Electronics,Computers,10107,1516,51
2016-10-01,North America,Canada,Clothing,Apparel,10064,3019,224
2016-10-01,North America,Canada,Clothing,Accessories,4486,897,150
2016-10-01,North America,Canada,Furniture,Home,7692,1385,31
2016-10-01,North America,Canada,Furniture,Office,5215,1147,17
2016-10-01,South America,Brazil,Electronics,Phones,13301,1330,89
2016-10-01,South America,Brazil,Electronics,Computers,9275,1391,46
2016-10-01,South America,Brazil,Clothing,Apparel,8690,2607,193
2016-10-01,South America,Brazil,Clothing,Accessories,3822,764,127
2016-10-01,South America,Brazil,Furniture,Home,6279,1130,25
2016-10-01,South America,Brazil,Furniture,Office,4411,970,15
2016-10-01,Europe,United Kingdom,Electronics,Phones,30890,3089,206
2016-10-01,Europe,United Kingdom,Electronics,Computers,20041,3006,100
2016-10-01,Europe,United Kingdom,Clothing,Apparel,17283,5185,384
2016-10-01,Europe,United Kingdom,Clothing,Accessories,7453,1491,248
2016-10-01,Europe,United Kingdom,Furniture,Home,13441,2419,54
2016-10-01,Europe,United Kingdom,Furniture,Office,8278,1821,28
2016-10-01,Europe,Germany,Electronics,Phones,25084,2508,167
2016-10-01,Europe,Germany,Electronics,Computers,16507,2476,83
2016-10-01,Europe,Germany,Clothing,Apparel,16371,4911,364
2016-10-01,Europe,Germany,Clothing,Accessories,6973,1395,232
2016-10-01,Europe,Germany,Furniture,Home,11291,2032,45
2016-10-01,Europe,Germany,Furniture,Office,7916,1742,26
2016-10-01,Europe,France,Electronics,Phones,19878,1988,133
2016-10-01,Europe,France,Electronics,Computers,13847,2077,69
2016-10-01,Europe,France,Clothing,Apparel,18213,5464,405
2016-10-01,Europe,France,Clothing,Accessories,7421,1484,247
2016-10-01,Europe,France,Furniture,Home,10793,1943,43
2016-10-01,Europe,France,Furniture,Office,7494,1649,25
2016-10-01,Asia,Japan,Electronics,Phones,36699,3670,245
2016-10-01,Asia,Japan,Electronics,Computers,21639,3246,108
2016-10-01,Asia,Japan,Clothing,Apparel,20675,6202,459
2016-10-01,Asia,Japan,Clothing,Accessories,9615,1923,320
2016-10-01,Asia,Japan,Furniture,Home,15170,2731,61
2016-10-01,Asia,Japan,Furniture,Office,9841,2165,33
2016-10-01,Asia,China,Electronics,Phones,41496,4150,277
2016-10-01,Asia,China,Electronics,Computers,27196,4079,136
2016-10-01,Asia,China,Clothing,Apparel,25124,7537,558
2016-10-01,Asia,China,Clothing,Accessories,10437,2087,348
2016-10-01,Asia,China,Furniture,Home,18700,3366,75
2016-10-01,Asia,China,Furniture,Office,11927,2624,40
2016-10-01,Asia,India,Electronics,Phones,11357,1136,76
2016-10-01,Asia,India,Electronics,Computers,7573,1136,38
2016-10-01,Asia,India,Clothing,Apparel,7086,2126,157
2016-10-01,Asia,India,Clothing,Accessories,3059,612,102
2016-10-01,Asia,India,Furniture,Home,5656,1018,23
2016-10-01,Asia,India,Furniture,Office,3451,759,12
2016-10-01,Africa,South Africa,Electronics,Phones,4907,491,33
2016-10-01,Africa,South Africa,Electronics,Computers,3210,482,16
2016-10-01,Africa,South Africa,Clothing,Apparel,2772,832,62
2016-10-01,Africa,South Africa,Clothing,Accessories,1387,277,46
2016-10-01,Africa,South Africa,Furniture,Home,1791,322,7
2016-10-01,Africa,South Africa,Furniture,Office,1368,301,5
2016-11-01,North America,United States,Electronics,Phones,64294,6429,429
2016-11-01,North America,United States,Electronics,Computers,43253,6488,216
2016-11-01,North America,United States,Clothing,Apparel,34026,10208,756
2016-11-01,North America,United States,Clothing,Accessories,15543,3109,518
2016-11-01,North America,United States,Furniture,Home,29617,5331,118
2016-11-01,North America,United States,Furniture,Office,17363,3820,58
2016-11-01,North America,Canada,Electronics,Phones,19590,1959,131
2016-11-01,North America,Canada,Electronics,Computers,12485,1873,62
2016-11-01,North America,Canada,Clothing,Apparel,13992,4198,311
2016-11-01,North America,Canada,Clothing,Accessories,5929,1186,198
2016-11-01,North America,Canada,Furniture,Home,10237,1843,41
2016-11-01,North America,Canada,Furniture,Office,5997,1319,20
2016-11-01,South America,Brazil,Electronics,Phones,17454,1745,116
2016-11-01,South America,Brazil,Electronics,Computers,11573,1736,58
2016-11-01,South America,Brazil,Clothing,Apparel,11644,3493,259
2016-11-01,South America,Brazil,Clothing,Accessories,4567,913,152
2016-11-01,South America,Brazil,Furniture,Home,7944,1430,32
2016-11-01,South America,Brazil,Furniture,Office,5126,1128,17
2016-11-01,Europe,United Kingdom,Electronics,Phones,37950,3795,253
2016-11-01,Europe,United Kingdom,Electronics,Computers,23856,3578,119
2016-11-01,Europe,United Kingdom,Clothing,Apparel,23592,7078,524
2016-11-01,Europe,United Kingdom,Clothing,Accessories,9660,1932,322
2016-11-01,Europe,United Kingdom,Furniture,Home,17060,3071,68
2016-11-01,Europe,United Kingdom,Furniture,Office,10646,2342,35
2016-11-01,Europe,Germany,Electronics,Phones,31718,3172,211
2016-11-01,Europe,Germany,Electronics,Computers,19293,2894,96
2016-11-01,Europe,Germany,Clothing,Apparel,20422,6127,454
2016-11-01,Europe,Germany,Clothing,Accessories,8812,1762,294
2016-11-01,Europe,Germany,Furniture,Home,14350,2583,57
2016-11-01,Europe,Germany,Furniture,Office,9220,2028,31
2016-11-01,Europe,France,Electronics,Phones,25886,2589,173
2016-11-01,Europe,France,Electronics,Computers,17772,2666,89
2016-11-01,Europe,France,Clothing,Apparel,22544,6763,501
2016-11-01,Europe,France,Clothing,Accessories,9397,1879,313
2016-11-01,Europe,France,Furniture,Home,14481,2607,58
2016-11-01,Europe,France,Furniture,Office,8447,1858,28
2016-11-01,Asia,Japan,Electronics,Phones,39688,3969,265
2016-11-01,Asia,Japan,Electronics,Computers,28638,4296,143
2016-11-01,Asia,Japan,Clothing,Apparel,28208,8462,627
2016-11-01,Asia,Japan,Clothing,Accessories,11370,2274,379
2016-11-01,Asia,Japan,Furniture,Home,16270,2929,65
2016-11-01,Asia,Japan,Furniture,Office,12598,2772,42
2016-11-01,Asia,China,Electronics,Phones,51590,5159,344
2016-11-01,Asia,China,Electronics,Computers,30755,4613,154
2016-11-01,Asia,China,Clothing,Apparel,31572,9472,702
2016-11-01,Asia,China,Clothing,Accessories,12270,2454,409
2016-11-01,Asia,China,Furniture,Home,24319,4377,97
2016-11-01,Asia,China,Furniture,Office,13939,3067,46
2016-11-01,Asia,India,Electronics,Phones,14280,1428,95
2016-11-01,Asia,India,Electronics,Computers,10502,1575,53
2016-11-01,Asia,India,Clothing,Apparel,8852,2656,197
2016-11-01,Asia,India,Clothing,Accessories,3978,796,133
2016-11-01,Asia,India,Furniture,Home,6234,1122,25
2016-11-01,Asia,India,Furniture,Office,3879,853,13
2016-11-01,Africa,South Africa,Electronics,Phones,5853,585,39
2016-11-01,Africa,South Africa,Electronics,Computers,4287,643,21
2016-11-01,Africa,South Africa,Clothing,Apparel,3551,1065,79
2016-11-01,Africa,South Africa,Clothing,Accessories,1766,353,59
2016-11-01,Africa,South Africa,Furniture,Home,2350,423,9
2016-11-01,Africa,South Africa,Furniture,Office,1455,320,5
2016-12-01,North America,United States,Electronics,Phones,75516,7552,503
2016-12-01,North America,United States,Electronics,Computers,49494,7424,247
2016-12-01,North America,United States,Clothing,Apparel,44557,13367,990
2016-12-01,North America,United States,Clothing,Accessories,19620,3924,654
2016-12-01,North America,United States,Furniture,Home,30093,5417,120
2016-12-01,North America,United States,Furniture,Office,20708,4556,69
2016-12-01,North America,Canada,Electronics,Phones,24703,2470,165
2016-12-01,North America,Canada,Electronics,Computers,16056,2408,80
2016-12-01,North America,Canada,Clothing,Apparel,14047,4214,312
2016-12-01,North America,Canada,Clothing,Accessories,6756,1351,225
2016-12-01,North America,Canada,Furniture,Home,11010,1982,44
2016-12-01,North America,Canada,Furniture,Office,6682,1470,22
2016-12-01,South America,Brazil,Electronics,Phones,18678,1868,125
2016-12-01,South America,Brazil,Electronics,Computers,12932,1940,65
2016-12-01,South America,Brazil,Clothing,Apparel,13847,4154,308
2016-12-01,South America,Brazil,Clothing,Accessories,5616,1123,187
2016-12-01,South America,Brazil,Furniture,Home,9691,1744,39
2016-12-01,South America,Brazil,Furniture,Office,6214,1367,21
2016-12-01,Europe,United Kingdom,Electronics,Phones,38471,3847,256
2016-12-01,Europe,United Kingdom,Electronics,Computers,26631,3995,133
2016-12-01,Europe,United Kingdom,Clothing,Apparel,25962,7789,577
2016-12-01,Europe,United Kingdom,Clothing,Accessories,10539,2108,351
2016-12-01,Europe,United Kingdom,Furniture,Home,18243,3284,73
2016-12-01,Europe,United Kingdom,Furniture,Office,13087,2879,44
2016-12-01,Europe,Germany,Electronics,Phones,34005,3400,227
2016-12-01,Europe,Germany,Electronics,Computers,21086,3163,105
2016-12-01,Europe,Germany,Clothing,Apparel,23383,7015,520
2016-12-01,Europe,Germany,Clothing,Accessories,9449,1890,315
2016-12-01,Europe,Germany,Furniture,Home,15072,2713,60
2016-12-01,Europe,Germany,Furniture,Office,11158,2455,37
2016-12-01,Europe,France,Electronics,Phones,29012,2901,193
2016-12-01,Europe,France,Electronics,Computers,18940,2841,95
2016-12-01,Europe,France,Clothing,Apparel,23456,7037,521
2016-12-01,Europe,France,Clothing,Accessories,10431,2086,348
2016-12-01,Europe,France,Furniture,Home,14941,2689,60
2016-12-01,Europe,France,Furniture,Office,10331,2273,34
2016-12-01,Asia,Japan,Electronics,Phones,49789,4979,332
2016-12-01,Asia,Japan,Electronics,Computers,29473,4421,147
2016-12-01,Asia,Japan,Clothing,Apparel,33157,9947,737
2016-12-01,Asia,Japan,Clothing,Accessories,11856,2371,395
2016-12-01,Asia,Japan,Furniture,Home,20500,3690,82
2016-12-01,Asia,Japan,Furniture,Office,13616,2996,45
2016-12-01,Asia,China,Electronics,Phones,61052,6105,407
2016-12-01,Asia,China,Electronics,Computers,37482,5622,187
2016-12-01,Asia,China,Clothing,Apparel,33850,10155,752
2016-12-01,Asia,China,Clothing,Accessories,14743,2949,491
2016-12-01,Asia,China,Furniture,Home,26660,4799,107
2016-12-01,Asia,China,Furniture,Office,18969,4173,63
2016-12-01,Asia,India,Electronics,Phones,15864,1586,106
2016-12-01,Asia,India,Electronics,Computers,10048,1507,50
2016-12-01,Asia,India,Clothing,Apparel,11439,3432,254
2016-12-01,Asia,India,Clothing,Accessories,4491,898,150
2016-12-01,Asia,India,Furniture,Home,7761,1397,31
2016-12-01,Asia,India,Furniture,Office,5071,1116,17
2016-12-01,Africa,South Africa,Electronics,Phones,7819,782,52
2016-12-01,Africa,South Africa,Electronics,Computers,5177,777,26
2016-12-01,Africa,South Africa,Clothing,Apparel,4181,1254,93
2016-12-01,Africa,South Africa,Clothing,Accessories,1685,337,56
2016-12-01,Africa,South Africa,Furniture,Home,2807,505,11
2016-12-01,Africa,South Africa,Furniture,Office,1970,433,7
2017-01-01,North America,United States,Electronics,Phones,35711,3571,238
2017-01-01,North America,United States,Electronics,Computers,26883,4032,134
2017-01-01,North America,United States,Clothing,Apparel,23596,7079,524
2017-01-01,North America,United States,Clothing,Accessories,10583,2117,353
2017-01-01,North America,United States,Furniture,Home,18293,3293,73
2017-01-01,North America,United States,Furniture,Office,12622,2777,42
2017-01-01,North America,Canada,Electronics,Phones,11618,1162,77
2017-01-01,North America,Canada,Electronics,Computers,8956,1343,45
2017-01-01,North America,Canada,Clothing,Apparel,8247,2474,183
2017-01-01,North America,Canada,Clothing,Accessories,3417,683,114
2017-01-01,North America,Canada,Furniture,Home,5553,1000,22
2017-01-01,North America,Canada,Furniture,Office,3829,842,13
2017-01-01,South America,Brazil,Electronics,Phones,10177,1018,68
2017-01-01,South America,Brazil,Electronics,Computers,8116,1217,41
2017-01-01,South America,Brazil,Clothing,Apparel,7151,2145,159
2017-01-01,South America,Brazil,Clothing,Accessories,3354,671,112
2017-01-01,South America,Brazil,Furniture,Home,5136,924,21
2017-01-01,South America,Brazil,Furniture,Office,3227,710,11
2017-01-01,Europe,United Kingdom,Electronics,Phones,24076,2408,161
2017-01-01,Europe,United Kingdom,Electronics,Computers,14333,2150,72
2017-01-01,Europe,United Kingdom,Clothing,Apparel,14428,4328,321
2017-01-01,Europe,United Kingdom,Clothing,Accessories,6723,1345,224
2017-01-01,Europe,United Kingdom,Furniture,Home,10930,1967,44
2017-01-01,Europe,United Kingdom,Furniture,Office,6562,1444,22
2017-01-01,Europe,Germany,Electronics,Phones,17426,1743,116
2017-01-01,Europe,Germany,Electronics,Computers,12229,1834,61
2017-01-01,Europe,Germany,Clothing,Apparel,12808,3842,285
2017-01-01,Europe,Germany,Clothing,Accessories,5340,1068,178
2017-01-01,Europe,Germany,Furniture,Home,9890,1780,40
2017-01-01,Europe,Germany,Furniture,Office,5972,1314,20
2017-01-01,Europe,France,Electronics,Phones,18397,1840,123
2017-01-01,Europe,France,Electronics,Computers,11195,1679,56
2017-01-01,Europe,France,Clothing,Apparel,13064,3919,290
2017-01-01,Europe,France,Clothing,Accessories,6077,1215,203
2017-01-01,Europe,France,Furniture,Home,8690,1564,35
2017-01-01,Europe,France,Furniture,Office,6119,1346,20
2017-01-01,Asia,Japan,Electronics,Phones,27683,2768,185
2017-01-01,Asia,Japan,Electronics,Computers,16167,2425,81
2017-01-01,Asia,Japan,Clothing,Apparel,16976,5093,377
2017-01-01,Asia,Japan,Clothing,Accessories,7589,1518,253
2017-01-01,Asia,Japan,Furniture,Home,11305,2035,45
2017-01-01,Asia,Japan,Furniture,Office,7202,1584,24
2017-01-01,Asia,China,Electronics,Phones,27988,2799,187
2017-01-01,Asia,China,Electronics,Computers,21025,3154,105
2017-01-01,Asia,China,Clothing,Apparel,18276,5483,406
2017-01-01,Asia,China,Clothing,Accessories,8315,1663,277
2017-01-01,Asia,China,Furniture,Home,14048,2529,56
2017-01-01,Asia,China,Furniture,Office,9866,2171,33
2017-01-01,Asia,India,Electronics,Phones,8894,889,59
2017-01-01,Asia,India,Electronics,Computers,5551,833,28
2017-01-01,Asia,India,Clothing,Apparel,6381,1914,142
2017-01-01,Asia,India,Clothing,Accessories,2471,494,82
2017-01-01,Asia,India,Furniture,Home,4480,806,18
2017-01-01,Asia,India,Furniture,Office,2593,570,9
2017-01-01,Africa,South Africa,Electronics,Phones,4465,446,30
2017-01-01,Africa,South Africa,Electronics,Computers,2959,444,15
2017-01-01,Africa,South Africa,Clothing,Apparel,2174,652,48
2017-01-01,Africa,South Africa,Clothing,Accessories,1046,209,35
2017-01-01,Africa,South Africa,Furniture,Home,1486,267,6
2017-01-01,Africa,South Africa,Furniture,Office,1080,238,4
2017-02-01,North America,United States,Electronics,Phones,37090,3709,247
2017-02-01,North America,United States,Electronics,Computers,26032,3905,130
2017-02-01,North America,United States,Clothing,Apparel,20687,6206,460
2017-02-01,North America,United States,Clothing,Accessories,9754,1951,325
2017-02-01,North America,United States,Furniture,Home,17649,3177,71
2017-02-01,North America,United States,Furniture,Office,10103,2223,34
2017-02-01,North America,Canada,Electronics,Phones,10902,1090,73
2017-02-01,North America,Canada,Electronics,Computers,8400,1260,42
2017-02-01,North America,Canada,Clothing,Apparel,7589,2277,169
2017-02-01,North America,Canada,Clothing,Accessories,3264,653,109
2017-02-01,North America,Canada,Furniture,Home,5806,1045,23
2017-02-01,North America,Canada,Furniture,Office,3900,858,13
2017-02-01,South America,Brazil,Electronics,Phones,10879,1088,73
2017-02-01,South America,Brazil,Electronics,Computers,7630,1144,38
2017-02-01,South America,Brazil,Clothing,Apparel,6513,1954,145
2017-02-01,South America,Brazil,Clothing,Accessories,3015,603,100
2017-02-01,South America,Brazil,Furniture,Home,4845,872,19
2017-02-01,South America,Brazil,Furniture,Office,3201,704,11
2017-02-01,Europe,United Kingdom,Electronics,Phones,21045,2104,140
2017-02-01,Europe,United Kingdom,Electronics,Computers,14751,2213,74
2017-02-01,Europe,United Kingdom,Clothing,Apparel,13227,3968,294
2017-02-01,Europe,United Kingdom,Clothing,Accessories,5506,1101,184
2017-02-01,Europe,United Kingdom,Furniture,Home,9998,1800,40
2017-02-01,Europe,United Kingdom,Furniture,Office,6364,1400,21
2017-02-01,Europe,Germany,Electronics,Phones,17265,1726,115
2017-02-01,Europe,Germany,Electronics,Computers,11921,1788,60
2017-02-01,Europe,Germany,Clothing,Apparel,10609,3183,236
2017-02-01,Europe,Germany,Clothing,Accessories,4545,909,152
2017-02-01,Europe,Germany,Furniture,Home,8501,1530,34
2017-02-01,Europe,Germany,Furniture,Office,6298,1386,21
2017-02-01,Europe,France,Electronics,Phones,15079,1508,101
2017-02-01,Europe,France,Electronics,Computers,11378,1707,57
2017-02-01,Europe,France,Clothing,Apparel,12232,3670,272
2017-02-01,Europe,France,Clothing,Accessories,4855,971,162
2017-02-01,Europe,France,Furniture,Home,8689,1564,35
2017-02-01,Europe,France,Furniture,Office,5359,1179,18
2017-02-01,Asia,Japan,Electronics,Phones,26805,2680,179
2017-02-01,Asia,Japan,Electronics,Computers,16368,2455,82
2017-02-01,Asia,Japan,Clothing,Apparel,14310,4293,318
2017-02-01,Asia,Japan,Clothing,Accessories,6927,1385,231
2017-02-01,Asia,Japan,Furniture,Home,11229,2021,45
2017-02-01,Asia,Japan,Furniture,Office,6749,1485,22
2017-02-01,Asia,China,Electronics,Phones,27770,2777,185
2017-02-01,Asia,China,Electronics,Computers,17435,2615,87
2017-02-01,Asia,China,Clothing,Apparel,17973,5392,399
2017-02-01,Asia,China,Clothing,Accessories,8236,1647,275
2017-02-01,Asia,China,Furniture,Home,14307,2575,57
2017-02-01,Asia,China,Furniture,Office,9289,2044,31
2017-02-01,Asia,India,Electronics,Phones,9328,933,62
2017-02-01,Asia,India,Electronics,Computers,5887,883,29
2017-02-01,Asia,India,Clothing,Apparel,5897,1769,131
2017-02-01,Asia,India,Clothing,Accessories,2391,478,80
2017-02-01,Asia,India,Furniture,Home,3530,635,14
2017-02-01,Asia,India,Furniture,Office,2394,527,8
2017-02-01,Africa,South Africa,Electronics,Phones,3543,354,24
2017-02-01,Africa,South Africa,Electronics,Computers,2694,404,13
2017-02-01,Africa,South Africa,Clothing,Apparel,2017,605,45
2017-02-01,Africa,South Africa,Clothing,Accessories,965,193,32
2017-02-01,Africa,South Africa,Furniture,Home,1395,251,6
2017-02-01,Africa,South Africa,Furniture,Office,1013,223,3
2017-03-01,North America,United States,Electronics,Phones,40999,4100,273
2017-03-01,North America,United States,Electronics,Computers,27659,4149,138
2017-03-01,North America,United States,Clothing,Apparel,23160,6948,515
2017-03-01,North America,United States,Clothing,Accessories,10408,2082,347
2017-03-01,North America,United States,Furniture,Home,20829,3749,83
2017-03-01,North America,United States,Furniture,Office,13177,2899,44
2017-03-01,North America,Canada,Electronics,Phones,13596,1360,91
2017-03-01,North America,Canada,Electronics,Computers,9503,1425,48
2017-03-01,North America,Canada,Clothing,Apparel,9409,2823,209
2017-03-01,North America,Canada,Clothing,Accessories,3465,693,116
2017-03-01,North America,Canada,Furniture,Home,7106,1279,28
2017-03-01,North America,Canada,Furniture,Office,4452,979,15
2017-03-01,South America,Brazil,Electronics,Phones,11784,1178,79
2017-03-01,South America,Brazil,Electronics,Computers,8221,1233,41
2017-03-01,South America,Brazil,Clothing,Apparel,7339,2202,163
2017-03-01,South America,Brazil,Clothing,Accessories,3492,698,116
2017-03-01,South America,Brazil,Furniture,Home,5714,1029,23
2017-03-01,South America,Brazil,Furniture,Office,3708,816,12
2017-03-01,Europe,United Kingdom,Electronics,Phones,22799,2280,152
2017-03-01,Europe,United Kingdom,Electronics,Computers,17745,2662,89
2017-03-01,Europe,United Kingdom,Clothing,Apparel,15568,4670,346
2017-03-01,Europe,United Kingdom,Clothing,Accessories,7319,1464,244
2017-03-01,Europe,United Kingdom,Furniture,Home,9859,1775,39
2017-03-01,Europe,United Kingdom,Furniture,Office,6672,1468,22
2017-03-01,Europe,Germany,Electronics,Phones,18630,1863,124
2017-03-01,Europe,Germany,Electronics,Computers,12451,1868,62
2017-03-01,Europe,Germany,Clothing,Apparel,12177,3653,271
2017-03-01,Europe,Germany,Clothing,Accessories,5637,1127,188
2017-03-01,Europe,Germany,Furniture,Home,9439,1699,38
2017-03-01,Europe,Germany,Furniture,Office,7065,1554,24
2017-03-01,Europe,France,Electronics,Phones,19265,1926,128
2017-03-01,Europe,France,Electronics,Computers,12727,1909,64
2017-03-01,Europe,France,Clothing,Apparel,13195,3958,293
2017-03-01,Europe,France,Clothing,Accessories,6112,1222,204
2017-03-01,Europe,France,Furniture,Home,9292,1673,37
2017-03-01,Europe,France,Furniture,Office,5672,1248,19
2017-03-01,Asia,Japan,Electronics,Phones,27026,2703,180
2017-03-01,Asia,Japan,Electronics,Computers,18882,2832,94
2017-03-01,Asia,Japan,Clothing,Apparel,17684,5305,393
2017-03-01,Asia,Japan,Clothing,Accessories,7073,1415,236
2017-03-01,Asia,Japan,Furniture,Home,12955,2332,52
2017-03-01,Asia,Japan,Furniture,Office,7387,1625,25
2017-03-01,Asia,China,Electronics,Phones,33494,3349,223
2017-03-01,Asia,China,Electronics,Computers,22597,3390,113
2017-03-01,Asia,China,Clothing,Apparel,20624,6187,458
2017-03-01,Asia,China,Clothing,Accessories,9250,1850,308
2017-03-01,Asia,China,Furniture,Home,15342,2762,61
2017-03-01,Asia,China,Furniture,Office,10757,2367,36
2017-03-01,Asia,India,Electronics,Phones,8820,882,59
2017-03-01,Asia,India,Electronics,Computers,5902,885,30
2017-03-01,Asia,India,Clothing,Apparel,6491,1947,144
2017-03-01,Asia,India,Clothing,Accessories,2747,549,92
2017-03-01,Asia,India,Furniture,Home,4459,803,18
2017-03-01,Asia,India,Furniture,Office,3040,669,10
2017-03-01,Africa,South Africa,Electronics,Phones,4256,426,28
2017-03-01,Africa,South Africa,Electronics,Computers,2966,445,15
2017-03-01,Africa,South Africa,Clothing,Apparel,2524,757,56
2017-03-01,Africa,South Africa,Clothing,Accessories,1110,222,37
2017-03-01,Africa,South Africa,Furniture,Home,1555,280,6
2017-03-01,Africa,South Africa,Furniture,Office,1181,260,4
2017-04-01,North America,United States,Electronics,Phones,42820,4282,285
2017-04-01,North America,United States,Electronics,Computers,30390,4558,152
2017-04-01,North America,United States,Clothing,Apparel,27724,8317,616
2017-04-01,North America,United States,Clothing,Accessories,10994,2199,366
2017-04-01,North America,United States,Furniture,Home,18339,3301,73
2017-04-01,North America,United States,Furniture,Office,12191,2682,41
2017-04-01,North America,Canada,Electronics,Phones,14149,1415,94
2017-04-01,North America,Canada,Electronics,Computers,9518,1428,48
2017-04-01,North America,Canada,Clothing,Apparel,8803,2641,196
2017-04-01,North America,Canada,Clothing,Accessories,4096,819,137
2017-04-01,North America,Canada,Furniture,Home,6617,1191,26
2017-04-01,North America,Canada,Furniture,Office,4783,1052,16
2017-04-01,South America,Brazil,Electronics,Phones,13194,1319,88
2017-04-01,South America,Brazil,Electronics,Computers,9009,1351,45
2017-04-01,South America,Brazil,Clothing,Apparel,8783,2635,195
2017-04-01,South America,Brazil,Clothing,Accessories,3183,637,106
2017-04-01,South America,Brazil,Furniture,Home,5581,1005,22
2017-04-01,South America,Brazil,Furniture,Office,3866,851,13
2017-04-01,Europe,United Kingdom,Electronics,Phones,24847,2485,166
2017-04-01,Europe,United Kingdom,Electronics,Computers,17071,2561,85
2017-04-01,Europe,United Kingdom,Clothing,Apparel,15932,4780,354
2017-04-01,Europe,United Kingdom,Clothing,Accessories,6800,1360,227
2017-04-01,Europe,United Kingdom,Furniture,Home,10534,1896,42
2017-04-01,Europe,United Kingdom,Furniture,Office,7318,1610,24
2017-04-01,Europe,Germany,Electronics,Phones,20706,2071,138
2017-04-01,Europe,Germany,Electronics,Computers,14457,2169,72
2017-04-01,Europe,Germany,Clothing,Apparel,12694,3808,282
2017-04-01,Europe,Germany,Clothing,Accessories,6147,1229,205
2017-04-01,Europe,Germany,Furniture,Home,9610,1730,38
2017-04-01,Europe,Germany,Furniture,Office,6637,1460,22
2017-04-01,Europe,France,Electronics,Phones,19199,1920,128
2017-04-01,Europe,France,Electronics,Computers,12131,1820,61
2017-04-01,Europe,France,Clothing,Apparel,15478,4643,344
2017-04-01,Europe,France,Clothing,Accessories,6300,1260,210
2017-04-01,Europe,France,Furniture,Home,9768,1758,39
2017-04-01,Europe,France,Furniture,Office,6491,1428,22
2017-04-01,Asia,Japan,Electronics,Phones,28649,2865,191
2017-04-01,Asia,Japan,Electronics,Computers,17966,2695,90
2017-04-01,Asia,Japan,Clothing,Apparel,20381,6114,453
2017-04-01,Asia,Japan,Clothing,Accessories,8029,1606,268
2017-04-01,Asia,Japan,Furniture,Home,13780,2480,55
2017-04-01,Asia,Japan,Furniture,Office,7924,1743,26
2017-04-01,Asia,China,Electronics,Phones,33362,3336,222
2017-04-01,Asia,China,Electronics,Computers,20856,3128,104
2017-04-01,Asia,China,Clothing,Apparel,21366,6410,475
2017-04-01,Asia,China,Clothing,Accessories,9867,1973,329
2017-04-01,Asia,China,Furniture,Home,16536,2976,66
2017-04-01,Asia,China,Furniture,Office,10631,2339,35
2017-04-01,Asia,India,Electronics,Phones,10388,1039,69
2017-04-01,Asia,India,Electronics,Computers,7352,1103,37
2017-04-01,Asia,India,Clothing,Apparel,6591,1977,146
2017-04-01,Asia,India,Clothing,Accessories,3084,617,103
2017-04-01,Asia,India,Furniture,Home,4792,863,19
2017-04-01,Asia,India,Furniture,Office,3217,708,11
2017-04-01,Africa,South Africa,Electronics,Phones,4460,446,30
2017-04-01,Africa,South Africa,Electronics,Computers,2995,449,15
2017-04-01,Africa,South Africa,Clothing,Apparel,2711,813,60
2017-04-01,Africa,South Africa,Clothing,Accessories,1076,215,36
2017-04-01,Africa,South Africa,Furniture,Home,1737,313,7
2017-04-01,Africa,South Africa,Furniture,Office,1048,231,3
2017-05-01,North America,United States,Electronics,Phones,45392,4539,303
2017-05-01,North America,United States,Electronics,Computers,31835,4775,159
2017-05-01,North America,United States,Clothing,Apparel,26977,8093,599
2017-05-01,North America,United States,Clothing,Accessories,13277,2655,443
2017-05-01,North America,United States,Furniture,Home,21929,3947,88
2017-05-01,North America,United States,Furniture,Office,13034,2867,43
2017-05-01,North America,Canada,Electronics,Phones,16554,1655,110
2017-05-01,North America,Canada,Electronics,Computers,9865,1480,49
2017-05-01,North America,Canada,Clothing,Apparel,10460,3138,232
2017-05-01,North America,Canada,Clothing,Accessories,4097,819,137
2017-05-01,North America,Canada,Furniture,Home,7894,1421,32
2017-05-01,North America,Canada,Furniture,Office,5084,1118,17
2017-05-01,South America,Brazil,Electronics,Phones,12503,1250,83
2017-05-01,South America,Brazil,Electronics,Computers,8885,1333,44
2017-05-01,South America,Brazil,Clothing,Apparel,8466,2540,188
2017-05-01,South America,Brazil,Clothing,Accessories,3298,660,110
2017-05-01,South America,Brazil,Furniture,Home,5608,1009,22
2017-05-01,South America,Brazil,Furniture,Office,3897,857,13
2017-05-01,Europe,United Kingdom,Electronics,Phones,27069,2707,180
2017-05-01,Europe,United Kingdom,Electronics,Computers,17985,2698,90
2017-05-01,Europe,United Kingdom,Clothing,Apparel,18012,5404,400
2017-05-01,Europe,United Kingdom,Clothing,Accessories,7582,1516,253
2017-05-01,Europe,United Kingdom,Furniture,Home,11678,2102,47
2017-05-01,Europe,United Kingdom,Furniture,Office,8245,1814,27
